generation biomass (MW),generation fossil brown coal/lignite (MW),generation fossil gas (MW),generation fossil hard coal (MW),generation fossil oil (MW),generation hydro run-of-river and poundage (MW),generation hydro water reservoir (MW),generation nuclear (MW),generation other (MW),generation other renewable (MW),generation solar (MW),generation waste (MW),generation wind onshore (MW),forecast solar day ahead (MW),forecast wind onshore day ahead (MW),total load forecast (MW),total load actual (MW),price day ahead (EUR/MWh),total production (MW),year,month,hour,price for the previous hour (EUR/MWh),day
356.0,448.0,3844.0,2675.0,262.0,1117.0,1120.0,5076.0,52.0,103.0,3741.0,269.0,2894.0,3601.0,2898.0,22960.0,22877.0,39.97,21957.0,2017,5,18,48.3,14
494.0,980.0,5456.0,6386.0,348.0,791.0,3712.0,5016.0,91.0,80.0,1154.0,252.0,4906.0,1544.0,5307.0,31138.0,31706.0,60.19,29666.0,2015,10,19,63.13,6
312.0,0.0,4198.0,1724.0,249.0,1160.0,1201.0,7027.0,57.0,72.0,3895.0,254.0,6136.0,3758.0,6152.0,24807.0,24901.0,27.92,26285.0,2016,12,18,73.03,6
373.0,0.0,3398.0,2724.0,219.0,681.0,1353.0,7031.0,54.0,88.0,4189.0,318.0,6580.0,4111.0,6471.0,27165.0,27855.0,37.55,27008.0,2016,9,11,47.75,17
376.0,712.0,11086.0,6903.0,290.0,1227.0,4541.0,5046.0,54.0,102.0,303.0,290.0,1860.0,414.0,2703.0,31737.0,31969.0,70.0,32790.0,2018,11,17,73.73,15
351.0,627.0,6456.0,5890.0,309.0,447.0,662.0,5044.0,55.0,93.0,74.0,286.0,7705.0,140.0,7389.0,26535.0,26157.0,53.16,27999.0,2017,11,8,57.36,25
206.0,0.0,6529.0,2624.0,288.0,1923.0,7565.0,5057.0,12.0,91.0,937.0,319.0,4785.0,1091.0,5824.0,33706.0,33159.0,59.64,30336.0,2018,9,9,81.35,4
441.0,48.0,4013.0,2396.0,261.0,1390.0,4228.0,7107.0,94.0,68.0,117.0,203.0,4259.0,83.0,4261.0,26212.0,26765.0,31.82,24625.0,2016,3,6,32.65,14
563.0,0.0,4057.0,5354.0,242.0,734.0,1774.0,5041.0,81.0,73.0,2306.0,275.0,5422.0,2670.0,5631.0,27408.0,27325.0,54.1,25922.0,2015,10,13,63.85,31
304.0,581.0,3818.0,2665.0,240.0,511.0,520.0,6978.0,57.0,101.0,4552.0,320.0,7077.0,4048.0,7045.0,26415.0,26366.0,54.87,27724.0,2018,10,15,63.59,13
522.0,295.0,4694.0,5275.0,419.0,495.0,804.0,5950.0,85.0,74.0,23.0,266.0,6472.0,5.0,6442.0,26029.0,25757.0,44.47,25374.0,2015,10,23,62.62,26
332.0,634.0,10789.0,6030.0,320.0,557.0,3948.0,6972.0,49.0,92.0,39.0,294.0,3233.0,111.0,3278.0,32281.0,31985.0,64.88,33289.0,2016,10,21,73.93,26
318.0,377.0,5281.0,3452.0,258.0,416.0,547.0,5912.0,56.0,95.0,78.0,282.0,5139.0,87.0,5126.0,24645.0,24508.0,50.16,22211.0,2017,10,8,54.77,21
320.0,389.0,4632.0,4756.0,227.0,855.0,866.0,6984.0,59.0,84.0,170.0,326.0,4473.0,225.0,4768.0,24751.0,24741.0,35.91,24141.0,2016,6,4,50.44,7
403.0,601.0,8276.0,6831.0,345.0,1406.0,6338.0,6067.0,64.0,107.0,694.0,336.0,1973.0,571.0,2208.0,36701.0,36206.0,63.79,33441.0,2018,2,19,69.04,23
319.0,96.0,5647.0,2375.0,203.0,1460.0,1865.0,5062.0,58.0,94.0,23.0,208.0,2273.0,143.0,2650.0,20132.0,20020.0,57.67,19683.0,2018,5,6,67.09,20
302.0,0.0,10651.0,6655.0,300.0,891.0,3319.0,5999.0,51.0,92.0,5241.0,310.0,1441.0,5114.0,1390.0,36639.0,37315.0,55.3,35252.0,2017,6,14,62.99,14
305.0,407.0,4699.0,4034.0,244.0,1638.0,2457.0,4297.0,53.0,108.0,1054.0,276.0,2724.0,1050.0,2231.0,25658.0,25560.0,64.29,22296.0,2018,2,20,71.66,6
373.0,591.0,10096.0,5017.0,236.0,631.0,2096.0,5045.0,56.0,98.0,818.0,295.0,1416.0,1143.0,1520.0,26332.0,26623.0,60.17,26768.0,2016,12,16,65.39,11
458.0,956.0,7508.0,7644.0,414.0,702.0,4164.0,6854.0,84.0,62.0,4729.0,261.0,1714.0,4842.0,1637.0,36388.0,36345.0,71.02,35550.0,2015,7,11,83.0,28
376.0,49.0,4022.0,3702.0,278.0,1118.0,1127.0,7093.0,37.0,60.0,30.0,161.0,6903.0,2.0,6761.0,22092.0,22452.0,30.45,24956.0,2015,4,3,45.23,15
539.0,0.0,3728.0,1847.0,213.0,590.0,564.0,5042.0,82.0,62.0,2423.0,255.0,10448.0,2592.0,10477.0,24372.0,24238.0,27.87,25793.0,2015,1,11,55.81,11
292.0,0.0,2908.0,998.0,200.0,1543.0,3279.0,5088.0,9.0,64.0,1393.0,183.0,7220.0,1501.0,7037.0,24973.0,25015.0,17.25,23177.0,2016,7,16,54.0,5
353.0,970.0,17128.0,7044.0,342.0,570.0,1607.0,5049.0,13.0,105.0,67.0,278.0,1606.0,135.0,1560.0,34733.0,34986.0,71.39,35132.0,2017,11,21,83.69,15
391.0,0.0,4183.0,2795.0,242.0,514.0,511.0,6927.0,55.0,102.0,149.0,327.0,7541.0,184.0,6760.0,21247.0,21438.0,54.2,23737.0,2018,7,8,63.81,10
226.0,449.0,4326.0,2300.0,307.0,1194.0,1343.0,7082.0,61.0,90.0,3003.0,262.0,7785.0,2667.0,7710.0,28679.0,29217.0,45.26,28428.0,2017,4,19,49.53,4
396.0,439.0,6380.0,5073.0,324.0,862.0,1649.0,6959.0,53.0,101.0,704.0,328.0,5550.0,629.0,5956.0,30083.0,30395.0,60.91,28818.0,2018,7,23,72.18,31
259.0,0.0,3447.0,1241.0,170.0,1565.0,3776.0,5420.0,50.0,84.0,2704.0,302.0,15247.0,2984.0,15490.0,30139.0,30255.0,15.89,34265.0,2018,3,15,29.37,24
441.0,966.0,8637.0,7715.0,383.0,750.0,4482.0,6004.0,86.0,54.0,4778.0,225.0,1610.0,4684.0,1602.0,36091.0,36282.0,69.98,36131.0,2015,2,13,66.27,7
242.0,0.0,3348.0,991.0,213.0,1579.0,4199.0,6075.0,13.0,94.0,237.0,260.0,10487.0,247.0,12584.0,21800.0,22098.0,2.35,27738.0,2018,3,8,12.9,30
477.0,603.0,5439.0,5381.0,386.0,1445.0,4649.0,7105.0,86.0,60.0,1409.0,207.0,6484.0,1874.0,6153.0,36105.0,35306.0,66.73,33731.0,2015,2,10,81.94,16
322.0,928.0,6101.0,6260.0,289.0,612.0,1683.0,7103.0,50.0,102.0,32.0,285.0,2705.0,0.0,2690.0,27473.0,28092.0,65.75,26472.0,2016,12,23,76.61,27
366.0,640.0,6599.0,2976.0,352.0,678.0,1196.0,6884.0,12.0,92.0,4876.0,314.0,6589.0,4881.0,6264.0,33373.0,32938.0,49.19,31574.0,2017,9,14,61.15,8
300.0,905.0,6856.0,6289.0,332.0,881.0,2878.0,6948.0,56.0,85.0,3838.0,303.0,4321.0,3817.0,4355.0,34864.0,35431.0,44.01,33992.0,2016,7,18,52.77,21
294.0,0.0,5142.0,1980.0,255.0,1110.0,2592.0,6073.0,59.0,100.0,2039.0,313.0,6549.0,1977.0,6086.0,29786.0,29757.0,60.09,26506.0,2018,12,11,66.87,29
327.0,656.0,10820.0,7175.0,339.0,900.0,2750.0,7076.0,64.0,106.0,182.0,327.0,10532.0,201.0,10513.0,38038.0,38023.0,77.74,41254.0,2017,12,18,81.94,13
518.0,0.0,3979.0,5069.0,332.0,462.0,281.0,6276.0,86.0,71.0,23.0,235.0,5502.0,7.0,5471.0,22221.0,22309.0,38.4,22834.0,2015,12,4,50.22,19
348.0,0.0,5283.0,5325.0,289.0,1112.0,1010.0,5049.0,55.0,103.0,6.0,301.0,6534.0,8.0,6029.0,23960.0,23798.0,59.76,25415.0,2018,11,2,65.39,24
346.0,895.0,10804.0,5285.0,285.0,522.0,6101.0,7007.0,53.0,80.0,529.0,306.0,2257.0,615.0,2237.0,32875.0,32539.0,65.0,34470.0,2016,10,20,72.79,10
308.0,0.0,5858.0,3117.0,317.0,1260.0,3493.0,6987.0,58.0,98.0,700.0,261.0,5496.0,515.0,5386.0,30208.0,29868.0,44.1,27953.0,2016,10,22,63.44,6
362.0,0.0,1742.0,1188.0,246.0,1395.0,3714.0,6436.0,89.0,59.0,179.0,214.0,11202.0,330.0,11241.0,23546.0,23101.0,4.0,26826.0,2016,2,8,10.18,28
362.0,876.0,8648.0,6063.0,338.0,753.0,3209.0,5959.0,59.0,83.0,4566.0,278.0,3608.0,4742.0,3555.0,35114.0,35498.0,50.9,34802.0,2017,5,12,54.39,7
377.0,303.0,4324.0,4740.0,352.0,1307.0,3570.0,7100.0,41.0,66.0,53.0,147.0,4953.0,68.0,4874.0,27452.0,27602.0,51.69,27333.0,2015,9,23,64.75,4
365.0,0.0,3237.0,862.0,254.0,1005.0,2028.0,6085.0,87.0,67.0,18.0,215.0,11020.0,1.0,11201.0,20811.0,21228.0,2.5,25243.0,2016,10,3,46.4,1
368.0,775.0,8263.0,6099.0,339.0,1024.0,1236.0,4028.0,57.0,108.0,733.0,332.0,5109.0,783.0,5277.0,30433.0,30840.0,51.84,28471.0,2017,2,21,78.84,6
484.0,0.0,4022.0,2444.0,310.0,1086.0,3854.0,6097.0,82.0,71.0,13.0,263.0,2814.0,2.0,2721.0,23709.0,23640.0,34.34,21540.0,2016,1,1,45.3,24
553.0,0.0,5062.0,3389.0,375.0,803.0,3586.0,5032.0,86.0,78.0,1090.0,184.0,8593.0,1126.0,8607.0,29091.0,29330.0,51.3,28831.0,2015,5,20,61.68,25
293.0,0.0,3858.0,1197.0,255.0,968.0,841.0,7007.0,57.0,76.0,454.0,248.0,8042.0,586.0,8125.0,20677.0,20828.0,17.0,23296.0,2016,6,7,27.77,26
561.0,865.0,5283.0,6524.0,321.0,527.0,2593.0,5363.0,84.0,73.0,120.0,260.0,2016.0,313.0,2050.0,25275.0,25507.0,55.48,24590.0,2015,3,19,71.2,10
291.0,0.0,3613.0,2481.0,302.0,1550.0,2133.0,6003.0,56.0,102.0,3140.0,189.0,7398.0,3273.0,5815.0,29293.0,29362.0,56.69,27258.0,2018,5,18,62.8,17
527.0,183.0,4022.0,1849.0,311.0,1049.0,4275.0,6090.0,87.0,65.0,18.0,230.0,7946.0,0.0,8110.0,23226.0,23420.0,31.1,26652.0,2016,1,2,45.5,18
369.0,909.0,3917.0,4151.0,252.0,811.0,603.0,5063.0,59.0,76.0,23.0,308.0,7353.0,2.0,7399.0,23521.0,23274.0,38.29,23894.0,2016,11,6,45.02,26
368.0,0.0,3691.0,897.0,265.0,530.0,360.0,7059.0,88.0,67.0,21.0,139.0,10591.0,1.0,10640.0,19498.0,19427.0,7.14,24076.0,2016,3,4,26.39,1
323.0,0.0,4014.0,3192.0,219.0,933.0,1134.0,6980.0,49.0,81.0,5208.0,289.0,4959.0,5123.0,4811.0,27807.0,28014.0,35.91,27381.0,2016,3,13,35.47,7
308.0,0.0,3907.0,1540.0,217.0,1716.0,7332.0,5416.0,53.0,88.0,248.0,323.0,13234.0,184.0,12491.0,32738.0,32889.0,49.0,34382.0,2018,3,20,42.7,24
370.0,767.0,8546.0,5400.0,331.0,738.0,5216.0,6984.0,59.0,112.0,1376.0,268.0,2830.0,1265.0,3345.0,32550.0,32101.0,78.26,32997.0,2018,9,19,80.25,27
221.0,0.0,4100.0,2042.0,308.0,1110.0,1525.0,7106.0,56.0,96.0,58.0,277.0,7523.0,13.0,7474.0,26468.0,26449.0,39.6,24422.0,2017,3,0,49.55,23
346.0,0.0,5055.0,2756.0,293.0,1789.0,5884.0,5061.0,59.0,108.0,698.0,254.0,4069.0,622.0,3265.0,30010.0,29840.0,54.08,26372.0,2018,4,8,58.83,27
551.0,893.0,4590.0,7145.0,179.0,626.0,2574.0,6696.0,84.0,75.0,1220.0,267.0,5651.0,1322.0,5028.0,31442.0,31333.0,63.6,30551.0,2015,8,20,70.71,26
361.0,658.0,13329.0,6513.0,300.0,783.0,4157.0,7106.0,57.0,104.0,973.0,283.0,4215.0,973.0,4361.0,37571.0,37048.0,92.84,38839.0,2017,1,15,100.24,20
482.0,86.0,5219.0,2255.0,282.0,882.0,2245.0,5037.0,86.0,65.0,720.0,180.0,5321.0,609.0,5373.0,20739.0,21126.0,43.1,22860.0,2015,5,3,56.81,18
370.0,289.0,3747.0,2144.0,200.0,1233.0,3541.0,6643.0,55.0,92.0,66.0,283.0,12379.0,23.0,12380.0,30698.0,30833.0,61.23,31042.0,2017,4,19,39.92,2
521.0,899.0,5309.0,5266.0,408.0,1043.0,3037.0,6096.0,85.0,82.0,53.0,255.0,2601.0,8.0,2459.0,29797.0,29557.0,39.95,25655.0,2016,1,23,55.17,28
300.0,0.0,5088.0,2676.0,302.0,1521.0,3665.0,5127.0,56.0,112.0,1202.0,206.0,5298.0,1716.0,5152.0,28965.0,28859.0,58.89,25553.0,2018,5,19,64.92,18
361.0,381.0,3407.0,3044.0,289.0,589.0,610.0,7020.0,55.0,81.0,193.0,295.0,6655.0,151.0,6556.0,23649.0,23515.0,33.6,22980.0,2016,9,2,40.88,16
317.0,926.0,7153.0,5209.0,266.0,520.0,4723.0,6028.0,57.0,94.0,384.0,314.0,2110.0,351.0,2120.0,28914.0,28192.0,65.0,28101.0,2016,10,20,72.03,29
331.0,892.0,4189.0,5601.0,178.0,529.0,1113.0,7098.0,57.0,92.0,33.0,264.0,4423.0,13.0,4296.0,26752.0,26357.0,52.0,24800.0,2017,1,23,66.8,1
281.0,424.0,4427.0,3369.0,274.0,778.0,580.0,6037.0,60.0,99.0,2786.0,328.0,5090.0,2172.0,4503.0,25186.0,25375.0,54.49,24533.0,2018,1,16,61.38,11
471.0,951.0,8416.0,7649.0,413.0,717.0,3080.0,5934.0,87.0,69.0,5154.0,239.0,4201.0,5046.0,4369.0,37249.0,37178.0,67.0,37381.0,2015,9,12,76.65,7
301.0,0.0,3517.0,1049.0,239.0,1731.0,3143.0,6071.0,53.0,89.0,34.0,303.0,11840.0,45.0,12338.0,24856.0,24479.0,25.91,28370.0,2018,10,7,65.35,3
340.0,652.0,10945.0,4839.0,289.0,478.0,4988.0,7031.0,60.0,79.0,381.0,290.0,673.0,473.0,698.0,30309.0,30897.0,66.47,31045.0,2016,10,9,73.99,17
374.0,534.0,3883.0,4593.0,244.0,530.0,1408.0,7014.0,54.0,84.0,1245.0,319.0,2961.0,1175.0,3089.0,25705.0,25873.0,48.0,23243.0,2016,9,9,49.55,24
253.0,0.0,7824.0,976.0,350.0,1926.0,8844.0,6074.0,70.0,104.0,2239.0,294.0,7211.0,2461.0,8856.0,35806.0,34920.0,52.8,36165.0,2018,3,10,64.7,16
456.0,100.0,3922.0,2373.0,238.0,1365.0,3489.0,6720.0,86.0,57.0,91.0,143.0,4284.0,100.0,4239.0,20968.0,21245.0,28.53,23324.0,2015,9,3,50.35,3
308.0,0.0,9197.0,6788.0,337.0,797.0,883.0,6012.0,49.0,94.0,638.0,318.0,7534.0,579.0,7609.0,33321.0,34157.0,53.0,32955.0,2017,6,22,58.8,15
257.0,0.0,2997.0,1005.0,274.0,1443.0,5012.0,5083.0,25.0,80.0,5654.0,249.0,4742.0,5672.0,4689.0,26476.0,26950.0,25.72,26821.0,2016,2,15,48.1,5
199.0,0.0,3034.0,735.0,227.0,1639.0,4200.0,7088.0,51.0,68.0,945.0,203.0,8491.0,1047.0,8283.0,23748.0,23661.0,6.4,26880.0,2016,10,9,64.32,4
369.0,0.0,4015.0,2923.0,227.0,930.0,1028.0,5039.0,56.0,91.0,18.0,299.0,9163.0,6.0,9117.0,22176.0,22421.0,46.65,24158.0,2018,2,2,47.82,12
389.0,880.0,10566.0,6106.0,340.0,436.0,490.0,5932.0,51.0,106.0,3355.0,348.0,2707.0,3273.0,2737.0,30817.0,30665.0,61.84,31706.0,2017,11,17,62.52,10
297.0,0.0,3357.0,863.0,206.0,1764.0,6731.0,5097.0,11.0,67.0,2722.0,197.0,6302.0,2890.0,6197.0,25270.0,25152.0,6.69,27614.0,2016,5,16,20.03,14
400.0,728.0,3988.0,4800.0,303.0,662.0,759.0,6986.0,55.0,76.0,41.0,255.0,5002.0,22.0,5061.0,25603.0,25556.0,38.23,24055.0,2016,8,6,41.07,26
250.0,0.0,4288.0,1452.0,255.0,1153.0,1588.0,7100.0,59.0,90.0,668.0,242.0,5437.0,486.0,5387.0,22835.0,23083.0,37.97,22582.0,2017,2,1,44.84,4
542.0,637.0,10657.0,7960.0,400.0,684.0,4786.0,6852.0,82.0,66.0,5001.0,260.0,1166.0,5050.0,1127.0,37507.0,38405.0,69.1,39093.0,2015,7,15,87.96,20
388.0,328.0,7533.0,7058.0,346.0,1118.0,1476.0,7073.0,55.0,109.0,32.0,311.0,11659.0,0.0,11524.0,37892.0,37580.0,71.0,37486.0,2017,12,20,84.8,14
327.0,0.0,3715.0,1677.0,281.0,1766.0,5195.0,5059.0,59.0,107.0,2897.0,319.0,3873.0,3258.0,4541.0,27747.0,27369.0,46.23,25275.0,2018,4,16,54.01,30
382.0,575.0,4804.0,5480.0,324.0,1019.0,1739.0,5056.0,53.0,105.0,1849.0,262.0,7307.0,1730.0,7253.0,30632.0,30780.0,50.21,28955.0,2017,5,20,54.35,23
212.0,0.0,5513.0,2170.0,318.0,1892.0,6367.0,5059.0,12.0,97.0,51.0,328.0,8375.0,71.0,6086.0,32418.0,32412.0,55.6,30394.0,2018,10,22,88.09,4
516.0,593.0,4461.0,4765.0,246.0,576.0,688.0,5093.0,89.0,76.0,26.0,273.0,10841.0,6.0,10689.0,28905.0,28663.0,47.15,28243.0,2015,10,22,62.17,20
305.0,906.0,6364.0,6201.0,336.0,842.0,2333.0,6956.0,57.0,85.0,2076.0,310.0,4676.0,1914.0,4600.0,33638.0,34205.0,40.71,31447.0,2016,7,20,50.02,21
555.0,943.0,4220.0,7128.0,301.0,718.0,4748.0,5116.0,87.0,72.0,135.0,277.0,1689.0,107.0,1695.0,28104.0,28210.0,59.51,25989.0,2015,11,21,68.2,14
563.0,864.0,6333.0,7387.0,413.0,656.0,3501.0,4892.0,94.0,76.0,990.0,262.0,2684.0,870.0,2874.0,30070.0,29752.0,60.01,28715.0,2015,7,19,78.66,10
313.0,564.0,9787.0,5435.0,334.0,657.0,1192.0,7012.0,67.0,109.0,1112.0,307.0,2183.0,1671.0,2244.0,29747.0,30193.0,69.36,29072.0,2018,10,15,75.45,26
500.0,498.0,4479.0,4602.0,383.0,1447.0,5835.0,7108.0,96.0,81.0,71.0,200.0,12599.0,11.0,12552.0,35610.0,36984.0,48.99,37899.0,2015,2,21,71.35,17
574.0,964.0,4504.0,5157.0,397.0,872.0,3914.0,5027.0,85.0,73.0,923.0,205.0,6503.0,880.0,6108.0,30779.0,30881.0,57.0,29198.0,2015,5,21,64.87,28
365.0,537.0,4293.0,5137.0,286.0,450.0,520.0,6998.0,54.0,84.0,265.0,328.0,5152.0,312.0,5097.0,25617.0,25461.0,40.36,24469.0,2016,9,0,47.68,29
542.0,324.0,11533.0,7782.0,415.0,750.0,4286.0,6821.0,86.0,67.0,5212.0,266.0,2009.0,5381.0,2011.0,39395.0,39140.0,70.6,40093.0,2015,7,13,89.16,22
343.0,435.0,4111.0,2745.0,196.0,1165.0,1615.0,7032.0,59.0,71.0,21.0,296.0,10939.0,4.0,11019.0,26102.0,26275.0,40.01,29028.0,2017,6,6,55.31,2
384.0,886.0,10451.0,7187.0,334.0,981.0,2279.0,7092.0,49.0,88.0,786.0,353.0,5451.0,689.0,5411.0,36574.0,37066.0,71.74,36321.0,2017,12,9,79.07,18
385.0,914.0,9093.0,4701.0,327.0,1100.0,4583.0,7114.0,64.0,90.0,66.0,282.0,2434.0,136.0,2350.0,35358.0,35253.0,58.99,31153.0,2018,1,8,60.54,31
563.0,589.0,4762.0,7114.0,383.0,761.0,2283.0,5045.0,57.0,66.0,297.0,274.0,5692.0,298.0,5854.0,30025.0,29788.0,54.69,27886.0,2015,5,8,64.91,11
401.0,547.0,8300.0,4759.0,341.0,510.0,2098.0,6842.0,57.0,91.0,177.0,318.0,4167.0,252.0,4704.0,32410.0,32143.0,52.84,28608.0,2017,8,22,60.57,25
532.0,987.0,6624.0,6388.0,384.0,1156.0,6551.0,6083.0,88.0,71.0,342.0,274.0,4203.0,476.0,4296.0,34873.0,35569.0,52.51,33683.0,2016,1,9,60.01,22
357.0,586.0,4724.0,5101.0,235.0,438.0,376.0,7100.0,58.0,99.0,43.0,308.0,4638.0,11.0,4485.0,21399.0,22395.0,55.95,24063.0,2017,7,2,54.05,1
494.0,960.0,5451.0,6803.0,306.0,727.0,2249.0,5964.0,85.0,71.0,690.0,223.0,5340.0,551.0,5171.0,29640.0,29301.0,59.69,29363.0,2015,4,23,58.82,7
406.0,409.0,5704.0,5593.0,305.0,578.0,1080.0,5038.0,18.0,92.0,2985.0,278.0,6340.0,3006.0,6298.0,29113.0,29586.0,57.16,28826.0,2017,11,10,62.65,11
366.0,193.0,4686.0,2985.0,237.0,776.0,829.0,6978.0,57.0,81.0,560.0,303.0,2546.0,565.0,2548.0,22626.0,22681.0,35.5,20597.0,2016,10,4,55.92,7
372.0,0.0,1602.0,1161.0,247.0,1387.0,3270.0,6443.0,89.0,58.0,21.0,214.0,11475.0,3.0,11753.0,23042.0,22991.0,4.0,26339.0,2016,2,2,11.76,28
359.0,636.0,8957.0,6133.0,262.0,720.0,3864.0,7110.0,60.0,104.0,252.0,268.0,4004.0,307.0,3877.0,33361.0,32638.0,90.43,32729.0,2017,1,18,81.53,21
469.0,0.0,3939.0,2852.0,242.0,1504.0,5092.0,6873.0,82.0,64.0,4623.0,148.0,2542.0,4157.0,2486.0,29935.0,29367.0,46.14,28430.0,2015,7,10,76.09,3
262.0,194.0,4152.0,3905.0,295.0,1126.0,1442.0,6080.0,53.0,91.0,17.0,320.0,13844.0,12.0,13945.0,28902.0,28830.0,38.37,31781.0,2018,11,0,73.79,1
400.0,560.0,9903.0,4792.0,352.0,512.0,882.0,6827.0,53.0,96.0,1409.0,329.0,3653.0,1527.0,3752.0,32450.0,31731.0,52.47,29768.0,2017,8,18,58.28,29
448.0,0.0,3526.0,1415.0,305.0,1602.0,4922.0,6182.0,81.0,64.0,4516.0,220.0,11714.0,4207.0,11787.0,33965.0,33993.0,28.7,34995.0,2015,5,11,55.93,3
363.0,645.0,7793.0,5437.0,346.0,352.0,531.0,5017.0,55.0,94.0,74.0,261.0,5116.0,36.0,5140.0,25819.0,25977.0,50.63,26084.0,2017,10,23,61.87,31
284.0,0.0,3979.0,1976.0,338.0,1639.0,4137.0,6073.0,65.0,103.0,912.0,331.0,14110.0,1414.0,13174.0,32879.0,33791.0,42.81,33947.0,2018,3,16,51.2,23
534.0,975.0,4363.0,4070.0,324.0,682.0,1628.0,5033.0,85.0,67.0,681.0,197.0,6669.0,573.0,6669.0,23292.0,23174.0,45.93,25308.0,2015,5,2,57.82,28
397.0,664.0,8137.0,5469.0,305.0,1270.0,5050.0,6699.0,69.0,90.0,5466.0,312.0,833.0,5417.0,1087.0,37360.0,37175.0,68.81,34761.0,2018,7,13,77.3,24
337.0,904.0,4911.0,6321.0,184.0,636.0,4730.0,7103.0,58.0,99.0,66.0,270.0,1446.0,41.0,1475.0,30236.0,30751.0,70.26,27065.0,2016,12,20,78.41,31
356.0,232.0,4685.0,3741.0,232.0,757.0,1652.0,6940.0,57.0,78.0,2941.0,282.0,4310.0,2921.0,4060.0,28710.0,28575.0,39.44,26263.0,2016,10,19,61.99,7
472.0,640.0,3707.0,5895.0,256.0,776.0,2270.0,4998.0,48.0,67.0,3630.0,271.0,5596.0,3419.0,5688.0,27277.0,27676.0,48.15,28626.0,2015,6,19,56.18,20
237.0,0.0,3347.0,1437.0,175.0,1696.0,3027.0,5064.0,55.0,99.0,515.0,309.0,5762.0,587.0,6370.0,20881.0,21000.0,26.99,21723.0,2018,4,8,40.39,29
533.0,953.0,5301.0,7380.0,410.0,746.0,5043.0,5048.0,97.0,74.0,1210.0,265.0,1439.0,1310.0,1461.0,30983.0,31044.0,59.01,28499.0,2015,11,9,64.54,13
296.0,590.0,8958.0,4855.0,341.0,645.0,4197.0,7041.0,67.0,111.0,96.0,342.0,4878.0,298.0,5238.0,30977.0,31075.0,73.41,32417.0,2018,10,19,76.85,23
376.0,556.0,4158.0,3128.0,285.0,498.0,157.0,5050.0,11.0,84.0,32.0,289.0,10848.0,8.0,10990.0,21821.0,21946.0,34.55,25472.0,2017,11,2,47.19,13
544.0,935.0,6149.0,7553.0,302.0,611.0,3559.0,6868.0,84.0,66.0,3200.0,254.0,719.0,3191.0,740.0,32138.0,31927.0,63.6,30844.0,2015,10,11,70.15,9
349.0,0.0,4148.0,2534.0,231.0,788.0,3091.0,6599.0,56.0,82.0,660.0,309.0,9194.0,692.0,8914.0,29523.0,28989.0,42.1,28041.0,2016,6,22,56.14,8
380.0,714.0,7168.0,4784.0,244.0,683.0,819.0,5501.0,46.0,91.0,3104.0,342.0,4376.0,3067.0,4560.0,27823.0,27669.0,46.84,28252.0,2017,8,18,52.56,7
424.0,0.0,3564.0,1363.0,237.0,463.0,742.0,7099.0,40.0,60.0,17.0,179.0,12163.0,1.0,12282.0,23626.0,23283.0,26.26,26351.0,2015,12,0,38.44,28
549.0,797.0,6013.0,7522.0,356.0,1188.0,2274.0,7098.0,93.0,77.0,1186.0,228.0,10329.0,772.0,10222.0,36772.0,36254.0,59.2,37710.0,2015,1,17,65.0,22
375.0,0.0,4001.0,2326.0,225.0,809.0,2003.0,6957.0,56.0,90.0,2578.0,315.0,5983.0,2337.0,6529.0,25834.0,25806.0,62.26,25718.0,2018,8,19,63.41,19
329.0,971.0,14005.0,6190.0,302.0,709.0,5136.0,5056.0,64.0,88.0,1051.0,274.0,3238.0,1317.0,3087.0,35299.0,35656.0,71.9,37413.0,2016,12,12,81.53,15
466.0,649.0,3831.0,5867.0,256.0,798.0,2781.0,5007.0,48.0,66.0,5323.0,273.0,3964.0,5343.0,3883.0,27689.0,28214.0,49.77,29329.0,2015,6,15,64.05,20
274.0,262.0,4223.0,4561.0,288.0,849.0,1851.0,6023.0,54.0,101.0,5012.0,291.0,3269.0,5015.0,3215.0,30478.0,30871.0,51.6,27058.0,2017,9,14,60.69,5
337.0,979.0,8713.0,6894.0,278.0,640.0,3251.0,6616.0,58.0,99.0,59.0,292.0,6265.0,77.0,6309.0,34400.0,34752.0,70.15,34481.0,2016,12,8,72.08,21
384.0,0.0,2356.0,1015.0,250.0,1448.0,3817.0,7109.0,88.0,59.0,687.0,169.0,10917.0,696.0,11086.0,26196.0,26140.0,10.5,28299.0,2016,5,8,34.85,3
254.0,0.0,4289.0,2714.0,259.0,1167.0,2162.0,6496.0,57.0,110.0,5529.0,301.0,2834.0,5522.0,2806.0,27805.0,28320.0,48.01,26172.0,2017,8,12,61.8,4
363.0,949.0,7501.0,6844.0,304.0,553.0,3451.0,7098.0,50.0,103.0,1393.0,284.0,6249.0,1257.0,6325.0,35010.0,34626.0,73.03,35142.0,2017,5,10,47.54,1
476.0,937.0,5941.0,7282.0,379.0,683.0,334.0,5473.0,90.0,69.0,33.0,224.0,2198.0,11.0,2224.0,24139.0,24062.0,48.69,24119.0,2015,2,5,54.8,12
356.0,629.0,7728.0,6735.0,270.0,548.0,1378.0,5216.0,55.0,104.0,26.0,322.0,11353.0,15.0,11370.0,32435.0,32632.0,66.27,34720.0,2017,2,22,57.88,12
369.0,663.0,6737.0,4753.0,279.0,1114.0,4285.0,5991.0,69.0,94.0,5549.0,272.0,2531.0,5372.0,3268.0,36013.0,36579.0,65.69,32706.0,2018,7,14,75.89,19
