generation biomass (MW),generation fossil brown coal/lignite (MW),generation fossil gas (MW),generation fossil hard coal (MW),generation fossil oil (MW),generation hydro run-of-river and poundage (MW),generation hydro water reservoir (MW),generation nuclear (MW),generation other (MW),generation other renewable (MW),generation solar (MW),generation waste (MW),generation wind onshore (MW),forecast solar day ahead (MW),forecast wind onshore day ahead (MW),total load forecast (MW),total load actual (MW),price day ahead (EUR/MWh),total production (MW),year,month,hour,price for the previous hour (EUR/MWh),day
460.0,960.0,8896.0,7987.0,396.0,1342.0,4850.0,7109.0,88.0,78.0,734.0,223.0,1987.0,692.0,2060.0,35383.0,35355.0,69.49,35110.0,2015,11,17,64.52,2
231.0,0.0,5334.0,1472.0,279.0,1925.0,8134.0,7093.0,53.0,92.0,147.0,211.0,3258.0,168.0,3107.0,30668.0,31484.0,32.16,28229.0,2016,4,20,41.44,20
368.0,605.0,4850.0,5950.0,238.0,653.0,460.0,5062.0,57.0,83.0,44.0,297.0,2202.0,1.0,2105.0,22903.0,22876.0,49.18,20869.0,2016,3,5,30.57,12
325.0,604.0,4644.0,4658.0,249.0,808.0,1162.0,6971.0,57.0,99.0,89.0,335.0,4019.0,245.0,3887.0,25308.0,25487.0,63.9,24020.0,2018,4,4,40.8,8
348.0,385.0,4342.0,2419.0,240.0,353.0,550.0,5594.0,54.0,92.0,3892.0,286.0,5763.0,3792.0,5737.0,24028.0,24182.0,46.93,24318.0,2017,10,11,55.69,29
341.0,0.0,4068.0,2144.0,340.0,1165.0,3441.0,7087.0,56.0,96.0,23.0,279.0,12231.0,8.0,12175.0,33653.0,33035.0,60.15,31271.0,2017,12,20,70.71,28
303.0,255.0,6409.0,3628.0,314.0,662.0,1647.0,6053.0,68.0,84.0,3341.0,296.0,11816.0,2907.0,11503.0,33597.0,33661.0,66.87,34876.0,2018,10,10,74.67,29
387.0,0.0,4223.0,3990.0,185.0,610.0,560.0,7108.0,42.0,78.0,14.0,188.0,4273.0,18.0,4289.0,22776.0,22518.0,43.81,21658.0,2015,12,0,55.75,25
283.0,0.0,3615.0,1032.0,246.0,1880.0,5183.0,6069.0,53.0,95.0,43.0,293.0,12698.0,10.0,12107.0,31110.0,30833.0,39.7,31490.0,2018,10,20,88.39,3
333.0,228.0,4360.0,1453.0,321.0,1613.0,5088.0,5092.0,11.0,85.0,661.0,196.0,6097.0,561.0,6180.0,26641.0,26691.0,30.94,25538.0,2016,5,23,43.5,18
373.0,584.0,8906.0,6275.0,319.0,975.0,3882.0,4038.0,63.0,102.0,3371.0,345.0,1206.0,3714.0,1105.0,32477.0,32172.0,56.37,30439.0,2017,2,10,70.36,6
281.0,0.0,2938.0,704.0,206.0,1533.0,3709.0,5083.0,12.0,59.0,4098.0,196.0,8748.0,4385.0,10354.0,23942.0,23849.0,2.3,27567.0,2016,5,15,14.08,22
380.0,0.0,4153.0,1893.0,208.0,649.0,674.0,6975.0,56.0,74.0,606.0,330.0,3998.0,557.0,4047.0,21091.0,20849.0,35.52,19996.0,2016,8,5,43.19,14
271.0,594.0,4914.0,2524.0,259.0,965.0,1227.0,6460.0,14.0,107.0,27.0,325.0,2482.0,28.0,2459.0,19331.0,19310.0,49.0,20169.0,2017,4,4,61.0,14
383.0,442.0,6105.0,5047.0,290.0,1148.0,4697.0,6647.0,66.0,93.0,4333.0,322.0,1744.0,4055.0,1725.0,33905.0,34127.0,66.79,31317.0,2018,7,10,72.28,23
364.0,573.0,5785.0,4612.0,299.0,345.0,241.0,5928.0,55.0,100.0,38.0,343.0,1803.0,21.0,1814.0,22256.0,21951.0,54.12,20486.0,2017,10,6,58.9,14
296.0,390.0,3720.0,2462.0,283.0,735.0,604.0,6967.0,6.0,87.0,35.0,297.0,8012.0,84.0,8182.0,23101.0,23451.0,36.47,23894.0,2017,5,5,42.87,5
323.0,0.0,5066.0,1533.0,331.0,1243.0,2988.0,6791.0,57.0,104.0,120.0,236.0,5868.0,123.0,5894.0,29041.0,28850.0,47.2,24660.0,2017,3,7,52.52,16
499.0,0.0,3388.0,1795.0,323.0,1396.0,4291.0,7102.0,90.0,65.0,90.0,202.0,10236.0,211.0,10319.0,27662.0,27954.0,35.43,29477.0,2016,3,7,36.77,23
395.0,0.0,5317.0,3787.0,366.0,1419.0,2881.0,4042.0,82.0,67.0,1405.0,144.0,8666.0,2170.0,8723.0,30862.0,31591.0,55.1,28571.0,2015,4,11,42.15,5
506.0,0.0,5868.0,5339.0,357.0,1478.0,3487.0,6076.0,95.0,80.0,465.0,190.0,11947.0,593.0,11782.0,36271.0,36193.0,51.1,35888.0,2015,3,17,57.92,2
447.0,0.0,3551.0,1657.0,273.0,1135.0,2764.0,7102.0,78.0,75.0,44.0,203.0,11694.0,19.0,11702.0,24219.0,24385.0,22.1,29023.0,2015,2,3,34.11,26
327.0,0.0,4953.0,1623.0,301.0,1624.0,5299.0,5036.0,52.0,101.0,2969.0,292.0,5737.0,2785.0,6065.0,31712.0,31465.0,55.48,28314.0,2018,6,9,62.52,18
257.0,507.0,4521.0,3576.0,304.0,920.0,3993.0,6475.0,29.0,100.0,28.0,317.0,6889.0,55.0,6849.0,31847.0,31267.0,53.94,27916.0,2017,4,21,57.9,28
254.0,0.0,3563.0,1129.0,251.0,1396.0,4810.0,5086.0,15.0,77.0,1133.0,253.0,6856.0,1030.0,7150.0,25041.0,25535.0,25.0,24823.0,2016,2,8,44.86,5
373.0,0.0,4958.0,3530.0,360.0,1367.0,2011.0,4041.0,81.0,72.0,2226.0,142.0,10833.0,2535.0,10907.0,29398.0,30268.0,37.7,29994.0,2015,4,15,31.9,5
534.0,636.0,10410.0,7918.0,383.0,757.0,4715.0,6854.0,85.0,68.0,3086.0,255.0,2461.0,3532.0,2537.0,37884.0,38270.0,69.73,38162.0,2015,7,12,87.83,17
479.0,939.0,9668.0,7290.0,421.0,849.0,3815.0,5469.0,100.0,66.0,3012.0,229.0,1146.0,2841.0,1079.0,34926.0,34588.0,68.5,33483.0,2015,1,11,85.63,12
527.0,570.0,4738.0,4956.0,400.0,1423.0,5569.0,7107.0,98.0,62.0,3603.0,228.0,8050.0,3683.0,8091.0,37023.0,36367.0,54.85,37331.0,2015,2,12,69.74,18
388.0,854.0,7131.0,5512.0,345.0,1459.0,3375.0,7115.0,58.0,99.0,54.0,311.0,2529.0,58.0,2690.0,30843.0,30946.0,60.19,29230.0,2018,2,23,67.84,15
537.0,0.0,3931.0,1995.0,265.0,795.0,2428.0,5007.0,86.0,71.0,621.0,199.0,8454.0,438.0,8779.0,26359.0,26092.0,45.1,24389.0,2015,5,21,49.17,24
358.0,502.0,7951.0,5831.0,299.0,405.0,766.0,5958.0,56.0,103.0,107.0,345.0,1637.0,158.0,1599.0,26770.0,26718.0,67.19,24318.0,2017,10,8,71.04,13
340.0,0.0,3410.0,1854.0,264.0,1722.0,3273.0,5058.0,60.0,104.0,114.0,262.0,4888.0,87.0,4060.0,22613.0,22679.0,45.99,21349.0,2018,4,4,52.41,27
354.0,967.0,10756.0,6582.0,332.0,437.0,2675.0,6310.0,56.0,99.0,21.0,313.0,3392.0,16.0,3432.0,28970.0,29219.0,71.7,32294.0,2017,7,7,50.74,12
372.0,0.0,6261.0,2530.0,298.0,1731.0,5924.0,5046.0,65.0,96.0,3721.0,307.0,1130.0,3432.0,1271.0,31391.0,31212.0,57.19,27481.0,2018,7,10,68.68,5
380.0,943.0,8981.0,5583.0,357.0,611.0,946.0,5900.0,11.0,95.0,638.0,291.0,4782.0,580.0,4829.0,32250.0,31465.0,49.98,29518.0,2017,7,23,58.9,19
401.0,655.0,7679.0,3705.0,352.0,549.0,1713.0,6836.0,54.0,97.0,1180.0,319.0,4309.0,1118.0,4277.0,31036.0,31534.0,51.66,27849.0,2017,8,20,57.29,31
372.0,0.0,3517.0,1129.0,324.0,1178.0,4249.0,6069.0,91.0,74.0,1281.0,184.0,16248.0,1233.0,16397.0,32909.0,32697.0,31.0,34716.0,2016,11,15,54.66,1
327.0,846.0,7258.0,6743.0,273.0,750.0,1133.0,5992.0,50.0,83.0,4745.0,292.0,3336.0,4613.0,3393.0,32025.0,32308.0,53.0,31828.0,2017,6,15,62.51,24
369.0,655.0,7600.0,6697.0,308.0,399.0,330.0,5051.0,57.0,85.0,45.0,257.0,2217.0,23.0,2169.0,25417.0,25297.0,60.43,24070.0,2017,11,1,71.63,21
365.0,767.0,6929.0,5315.0,319.0,655.0,2651.0,6981.0,58.0,111.0,3701.0,256.0,2703.0,3368.0,2768.0,33510.0,32966.0,75.01,30811.0,2018,9,17,80.56,27
292.0,0.0,3520.0,2637.0,298.0,1544.0,2921.0,6003.0,68.0,105.0,4611.0,197.0,4991.0,4501.0,4710.0,29936.0,29860.0,57.12,27187.0,2018,5,16,63.01,17
335.0,461.0,4404.0,3321.0,236.0,833.0,862.0,6951.0,57.0,97.0,70.0,319.0,2410.0,200.0,2768.0,21480.0,22115.0,62.14,20356.0,2018,12,7,53.01,8
355.0,896.0,5787.0,5143.0,248.0,480.0,3314.0,6030.0,59.0,90.0,407.0,285.0,1425.0,210.0,1426.0,28053.0,26540.0,63.89,24519.0,2016,10,20,69.23,30
495.0,0.0,3147.0,1256.0,266.0,1376.0,4935.0,7102.0,91.0,77.0,4775.0,212.0,4786.0,4197.0,4737.0,26390.0,27526.0,31.69,28518.0,2016,3,10,41.3,24
267.0,600.0,4186.0,4971.0,324.0,1033.0,1167.0,6081.0,48.0,92.0,16.0,317.0,5679.0,13.0,5383.0,24939.0,24906.0,47.09,24781.0,2018,10,4,53.87,1
368.0,525.0,3821.0,4282.0,282.0,1079.0,803.0,5061.0,49.0,100.0,120.0,277.0,3213.0,131.0,3148.0,23378.0,23399.0,47.05,19980.0,2017,5,2,52.7,18
337.0,0.0,4829.0,2031.0,309.0,1839.0,6677.0,5055.0,66.0,106.0,2160.0,293.0,8902.0,2191.0,8814.0,32319.0,31591.0,52.46,32604.0,2018,3,9,66.3,5
276.0,0.0,6319.0,2527.0,336.0,1687.0,7085.0,6076.0,61.0,104.0,5567.0,320.0,7112.0,5230.0,6437.0,37223.0,36742.0,58.56,37470.0,2018,3,11,66.49,22
300.0,903.0,6639.0,6283.0,335.0,871.0,2709.0,6953.0,56.0,87.0,3179.0,315.0,4503.0,3068.0,4646.0,34305.0,34977.0,42.76,33133.0,2016,7,19,52.31,21
400.0,659.0,6337.0,5070.0,304.0,948.0,2977.0,6000.0,66.0,95.0,323.0,301.0,1065.0,419.0,1324.0,28842.0,28746.0,65.01,24545.0,2018,7,7,67.71,26
174.0,0.0,2459.0,939.0,198.0,1748.0,4420.0,7090.0,52.0,66.0,1857.0,222.0,11619.0,1959.0,11475.0,25690.0,25866.0,12.69,30844.0,2016,4,16,21.45,16
285.0,0.0,5124.0,2598.0,320.0,1658.0,3638.0,5017.0,68.0,108.0,4480.0,215.0,3683.0,4516.0,3744.0,29790.0,29920.0,56.95,27194.0,2018,11,16,70.03,5
383.0,730.0,7169.0,5701.0,315.0,789.0,1999.0,6956.0,30.0,105.0,3430.0,319.0,5796.0,3238.0,5184.0,33908.0,33784.0,72.17,33722.0,2018,8,18,75.01,31
401.0,970.0,11053.0,5849.0,335.0,756.0,1161.0,5841.0,20.0,96.0,5138.0,319.0,5686.0,5069.0,5724.0,37553.0,37684.0,53.12,37625.0,2017,7,15,63.11,14
497.0,851.0,4986.0,7115.0,319.0,627.0,1558.0,6001.0,88.0,66.0,4362.0,265.0,3201.0,3972.0,3247.0,31520.0,30361.0,60.89,29936.0,2015,11,10,62.05,7
332.0,654.0,10593.0,7284.0,297.0,774.0,5896.0,7107.0,60.0,102.0,186.0,325.0,6928.0,128.0,6651.0,38940.0,38869.0,97.0,40538.0,2017,1,19,103.26,23
348.0,245.0,3788.0,1707.0,255.0,1185.0,1162.0,6496.0,53.0,75.0,76.0,278.0,12564.0,79.0,12741.0,26448.0,26301.0,40.63,28232.0,2017,4,8,43.21,2
384.0,980.0,6555.0,6104.0,281.0,383.0,466.0,5975.0,56.0,101.0,76.0,330.0,805.0,33.0,810.0,23295.0,23300.0,62.65,22496.0,2017,10,2,68.74,10
331.0,0.0,3979.0,2037.0,317.0,1274.0,3789.0,7103.0,68.0,103.0,916.0,311.0,9610.0,1153.0,9617.0,33850.0,33571.0,48.3,29838.0,2017,3,9,55.68,3
394.0,0.0,3732.0,5153.0,209.0,537.0,1005.0,7106.0,45.0,79.0,13.0,185.0,4273.0,15.0,4239.0,24529.0,24056.0,56.7,22731.0,2015,12,22,71.67,24
384.0,894.0,7961.0,6859.0,259.0,777.0,1926.0,5061.0,58.0,87.0,39.0,295.0,795.0,3.0,785.0,26346.0,26546.0,61.9,25395.0,2016,11,6,61.54,29
370.0,663.0,6463.0,4756.0,254.0,1197.0,4766.0,6006.0,69.0,96.0,4200.0,277.0,1434.0,4050.0,1535.0,34504.0,34945.0,66.89,30551.0,2018,7,10,73.76,19
354.0,196.0,5154.0,2594.0,331.0,1251.0,3389.0,7098.0,62.0,99.0,5318.0,292.0,2394.0,5426.0,2282.0,31878.0,31553.0,48.2,28532.0,2017,10,13,68.38,3
210.0,0.0,3638.0,1110.0,241.0,1034.0,1199.0,7057.0,13.0,100.0,1727.0,323.0,12768.0,2193.0,12629.0,28669.0,29035.0,38.92,29420.0,2017,4,18,44.93,19
356.0,0.0,5007.0,1786.0,307.0,1651.0,5088.0,5031.0,53.0,103.0,5202.0,292.0,6252.0,5038.0,6401.0,32794.0,32998.0,56.66,31128.0,2018,6,15,66.09,18
361.0,640.0,5316.0,2391.0,252.0,1443.0,4134.0,5022.0,53.0,97.0,1574.0,322.0,4545.0,1688.0,4340.0,28582.0,29286.0,59.09,26150.0,2018,6,20,64.74,23
362.0,638.0,6683.0,3815.0,308.0,669.0,786.0,5988.0,56.0,84.0,1397.0,325.0,4838.0,1502.0,4938.0,29585.0,28863.0,46.0,25949.0,2017,3,8,56.63,7
352.0,912.0,7850.0,6684.0,343.0,467.0,329.0,6043.0,57.0,98.0,20.0,304.0,4898.0,12.0,4861.0,29432.0,29221.0,71.35,28357.0,2017,5,0,55.24,12
529.0,951.0,7248.0,7373.0,388.0,622.0,2048.0,6088.0,89.0,75.0,15.0,250.0,2726.0,6.0,2722.0,30589.0,30363.0,68.85,28402.0,2015,10,7,55.91,12
334.0,657.0,7039.0,3427.0,287.0,531.0,1159.0,5988.0,50.0,96.0,4065.0,249.0,3314.0,4032.0,3236.0,28463.0,28725.0,50.52,27196.0,2017,9,11,57.71,23
335.0,0.0,3833.0,2342.0,349.0,822.0,1611.0,7099.0,55.0,82.0,12.0,283.0,13352.0,1.0,13487.0,33068.0,32470.0,54.07,30175.0,2017,12,19,64.87,26
463.0,0.0,3399.0,1674.0,246.0,1201.0,3045.0,7107.0,73.0,75.0,28.0,203.0,7646.0,5.0,7460.0,23183.0,22770.0,27.22,25160.0,2015,2,5,36.6,28
559.0,179.0,4343.0,4550.0,307.0,640.0,868.0,6915.0,81.0,71.0,269.0,260.0,4035.0,163.0,3954.0,20943.0,21312.0,43.0,23077.0,2015,9,5,50.28,19
387.0,0.0,4275.0,2544.0,223.0,667.0,1052.0,6982.0,55.0,73.0,4923.0,312.0,4388.0,4856.0,4486.0,26795.0,26733.0,40.1,25881.0,2016,8,13,43.37,21
480.0,0.0,3860.0,2105.0,293.0,1356.0,2186.0,7085.0,80.0,67.0,2659.0,144.0,7644.0,2296.0,7890.0,25537.0,25386.0,40.0,27959.0,2015,3,18,49.8,28
362.0,978.0,4415.0,5495.0,233.0,751.0,2233.0,7111.0,57.0,99.0,90.0,328.0,6184.0,33.0,6179.0,31704.0,31692.0,79.49,28336.0,2017,1,19,83.71,29
361.0,892.0,10262.0,6036.0,302.0,474.0,4540.0,6030.0,58.0,82.0,1181.0,311.0,1190.0,1212.0,1284.0,30564.0,30724.0,69.11,31719.0,2016,3,9,49.27,11
248.0,0.0,5043.0,975.0,379.0,1787.0,7247.0,7097.0,56.0,83.0,625.0,259.0,7351.0,734.0,7427.0,33795.0,33678.0,31.49,31150.0,2016,6,21,44.97,4
477.0,0.0,3559.0,3433.0,327.0,863.0,1584.0,6101.0,89.0,72.0,14.0,215.0,7436.0,2.0,7433.0,24068.0,24046.0,16.52,24170.0,2016,4,2,38.82,2
321.0,0.0,4571.0,1797.0,342.0,1411.0,5530.0,6776.0,64.0,106.0,576.0,277.0,6144.0,689.0,6083.0,31999.0,31679.0,52.09,27915.0,2017,3,19,57.18,15
419.0,579.0,4792.0,5554.0,393.0,986.0,3478.0,6978.0,42.0,63.0,5147.0,135.0,1171.0,4851.0,1087.0,31637.0,31057.0,61.42,29737.0,2015,4,12,75.1,20
526.0,830.0,4686.0,6885.0,347.0,761.0,2379.0,4989.0,82.0,71.0,1118.0,252.0,7052.0,976.0,7363.0,32128.0,31814.0,59.0,29978.0,2015,8,20,70.58,6
345.0,626.0,5897.0,5329.0,297.0,976.0,1093.0,6699.0,51.0,87.0,490.0,249.0,1876.0,416.0,1967.0,24844.0,24776.0,42.0,24015.0,2016,1,5,16.72,7
337.0,308.0,5356.0,5630.0,289.0,1347.0,2504.0,7109.0,58.0,89.0,1566.0,321.0,9154.0,1517.0,9285.0,35539.0,35113.0,54.69,34068.0,2017,2,12,67.07,13
381.0,617.0,4672.0,4962.0,236.0,693.0,1056.0,5681.0,47.0,80.0,4992.0,337.0,1878.0,4794.0,1783.0,27519.0,27448.0,52.0,25632.0,2017,9,14,60.17,7
342.0,975.0,9784.0,5333.0,286.0,362.0,656.0,5664.0,69.0,94.0,4621.0,223.0,2265.0,4748.0,2182.0,32245.0,31819.0,60.43,30674.0,2017,10,13,66.72,26
409.0,0.0,3497.0,2944.0,295.0,1141.0,1125.0,7098.0,80.0,62.0,30.0,133.0,7744.0,0.0,7720.0,22692.0,22948.0,28.16,24558.0,2015,3,4,40.08,19
337.0,929.0,5138.0,5894.0,171.0,564.0,3025.0,7099.0,57.0,95.0,190.0,263.0,2134.0,339.0,2015.0,26745.0,26259.0,59.07,25896.0,2017,1,18,62.94,1
385.0,385.0,5521.0,2053.0,265.0,448.0,1336.0,6869.0,53.0,91.0,496.0,345.0,1956.0,435.0,2101.0,23275.0,23412.0,51.69,20203.0,2017,3,1,56.96,9
459.0,980.0,5059.0,7109.0,350.0,851.0,1850.0,5016.0,94.0,75.0,2266.0,276.0,3964.0,2439.0,3957.0,29875.0,30179.0,54.58,28349.0,2015,12,18,57.37,6
365.0,384.0,3784.0,4227.0,251.0,990.0,877.0,6774.0,12.0,98.0,18.0,343.0,5192.0,10.0,5349.0,22478.0,22345.0,42.1,23315.0,2018,1,5,47.08,14
500.0,976.0,4699.0,6587.0,350.0,812.0,3585.0,5007.0,80.0,74.0,1113.0,281.0,5876.0,985.0,5622.0,31492.0,30794.0,60.21,29940.0,2015,4,21,57.23,6
327.0,865.0,10091.0,4028.0,314.0,423.0,1869.0,5963.0,55.0,102.0,4504.0,300.0,3630.0,4383.0,3651.0,32810.0,32997.0,58.54,32471.0,2017,2,12,81.93,10
371.0,0.0,3478.0,983.0,358.0,929.0,1929.0,6084.0,88.0,68.0,23.0,198.0,13202.0,2.0,13320.0,21459.0,21541.0,7.88,27711.0,2016,6,2,41.0,1
343.0,948.0,8457.0,6593.0,261.0,647.0,4302.0,5790.0,59.0,95.0,49.0,278.0,7170.0,47.0,7094.0,34339.0,34523.0,73.49,34992.0,2016,12,8,76.18,19
395.0,0.0,3051.0,1279.0,335.0,966.0,3476.0,6081.0,87.0,64.0,24.0,195.0,14147.0,0.0,14165.0,28649.0,28869.0,27.1,30100.0,2016,6,22,47.26,1
358.0,555.0,4915.0,3863.0,261.0,1175.0,2760.0,5077.0,53.0,100.0,752.0,260.0,2273.0,847.0,2242.0,26421.0,26405.0,54.04,22402.0,2017,5,21,54.73,14
455.0,0.0,3781.0,1789.0,410.0,1079.0,4086.0,4921.0,91.0,73.0,1230.0,191.0,14749.0,1264.0,14751.0,32800.0,33190.0,27.44,32855.0,2016,9,14,55.03,2
361.0,673.0,3628.0,4921.0,306.0,606.0,1015.0,6979.0,57.0,73.0,211.0,272.0,4801.0,211.0,4811.0,25695.0,25743.0,41.5,23903.0,2016,8,6,43.06,24
377.0,915.0,6821.0,5685.0,282.0,963.0,4193.0,6934.0,57.0,78.0,4684.0,298.0,2400.0,4893.0,2451.0,34765.0,34881.0,45.0,33687.0,2016,2,16,44.54,8
228.0,0.0,2713.0,791.0,195.0,1437.0,4149.0,5088.0,11.0,65.0,4722.0,228.0,9190.0,4232.0,9112.0,24215.0,23473.0,12.4,28817.0,2016,1,10,50.22,5
369.0,589.0,5055.0,3973.0,269.0,1087.0,691.0,7105.0,56.0,99.0,26.0,321.0,4714.0,10.0,4744.0,24406.0,24688.0,49.4,24354.0,2018,1,2,56.68,23
411.0,710.0,4673.0,6747.0,380.0,589.0,260.0,5991.0,86.0,68.0,29.0,222.0,4187.0,28.0,4103.0,24057.0,24179.0,48.53,24353.0,2015,3,5,49.84,12
348.0,414.0,3849.0,2728.0,311.0,787.0,647.0,5660.0,58.0,86.0,197.0,291.0,9207.0,403.0,9296.0,25087.0,25102.0,40.6,24583.0,2017,6,2,46.26,29
533.0,0.0,3808.0,2956.0,413.0,686.0,876.0,4866.0,85.0,70.0,1435.0,261.0,14453.0,1360.0,14254.0,31742.0,31292.0,43.42,30442.0,2015,5,14,55.1,10
320.0,0.0,3941.0,1971.0,310.0,1542.0,5925.0,5084.0,12.0,82.0,4902.0,275.0,4048.0,5097.0,4254.0,31713.0,32122.0,33.44,28412.0,2016,5,13,42.71,27
350.0,538.0,4512.0,4381.0,329.0,1160.0,860.0,5046.0,55.0,101.0,5142.0,259.0,3842.0,5106.0,3766.0,29039.0,29049.0,45.95,26575.0,2017,5,16,53.25,19
357.0,529.0,3829.0,3227.0,232.0,396.0,711.0,6992.0,51.0,77.0,3967.0,315.0,1886.0,3798.0,1852.0,23246.0,23501.0,37.9,22569.0,2016,2,17,37.15,10
355.0,0.0,8257.0,4096.0,275.0,1249.0,3202.0,6036.0,58.0,100.0,164.0,305.0,4502.0,118.0,4475.0,28459.0,28875.0,67.83,28599.0,2018,6,18,58.07,12
335.0,441.0,4399.0,2007.0,208.0,740.0,1048.0,7101.0,52.0,84.0,1504.0,332.0,7217.0,1836.0,7039.0,23925.0,25947.0,49.0,25468.0,2017,12,13,59.83,25
433.0,0.0,4196.0,3911.0,411.0,1139.0,5231.0,5837.0,89.0,71.0,2767.0,187.0,7064.0,2646.0,7069.0,33571.0,33798.0,40.38,31336.0,2016,1,14,52.93,13
557.0,961.0,10266.0,7122.0,419.0,670.0,1600.0,6095.0,95.0,77.0,1722.0,225.0,2075.0,2074.0,2048.0,32552.0,32263.0,64.94,31884.0,2015,11,14,67.47,12
213.0,428.0,3464.0,2108.0,237.0,1117.0,2680.0,7073.0,14.0,99.0,4797.0,320.0,6707.0,4994.0,6730.0,30880.0,30829.0,48.69,29257.0,2017,4,12,57.68,18
484.0,0.0,4140.0,1744.0,304.0,1236.0,3456.0,7106.0,82.0,71.0,64.0,209.0,6738.0,27.0,6708.0,23262.0,23191.0,37.49,25634.0,2015,2,4,50.07,21
387.0,527.0,6287.0,5901.0,326.0,1365.0,1479.0,7104.0,59.0,106.0,3984.0,287.0,1397.0,3971.0,1382.0,32469.0,32068.0,60.87,29209.0,2017,2,14,69.54,17
379.0,905.0,4786.0,5476.0,325.0,778.0,3306.0,6959.0,66.0,82.0,4691.0,252.0,4800.0,4726.0,4771.0,34853.0,34542.0,42.69,32805.0,2016,8,12,48.95,25
395.0,0.0,4523.0,4619.0,352.0,1280.0,4006.0,7086.0,37.0,66.0,29.0,171.0,8701.0,77.0,8856.0,29640.0,29646.0,50.94,31265.0,2015,4,22,67.78,14
422.0,0.0,3395.0,2248.0,212.0,1245.0,2681.0,7107.0,45.0,64.0,90.0,151.0,8505.0,2.0,8425.0,23858.0,23665.0,30.5,26165.0,2015,2,5,40.87,2
451.0,653.0,4825.0,8178.0,329.0,756.0,1151.0,5631.0,78.0,66.0,489.0,278.0,1529.0,424.0,1557.0,25578.0,25394.0,59.13,24414.0,2015,6,6,60.92,23
503.0,756.0,4967.0,6061.0,290.0,596.0,3095.0,6920.0,80.0,73.0,873.0,253.0,7506.0,975.0,7418.0,32435.0,32433.0,52.04,31973.0,2015,9,20,54.78,22
381.0,442.0,8424.0,3630.0,322.0,1367.0,4331.0,5865.0,53.0,93.0,613.0,295.0,3091.0,566.0,3310.0,32606.0,32441.0,63.68,28907.0,2018,6,22,71.0,26
312.0,655.0,8461.0,6809.0,332.0,1236.0,4027.0,7087.0,13.0,99.0,3399.0,328.0,4208.0,3378.0,4134.0,38319.0,37900.0,61.01,36966.0,2018,1,12,70.06,15
371.0,398.0,4819.0,3006.0,310.0,986.0,894.0,7104.0,57.0,97.0,24.0,330.0,3965.0,11.0,4033.0,24272.0,24066.0,45.39,22361.0,2018,1,4,50.01,25
392.0,781.0,4891.0,5566.0,324.0,631.0,352.0,6826.0,55.0,104.0,52.0,342.0,6624.0,17.0,6484.0,27295.0,27262.0,67.71,26940.0,2017,9,0,56.85,12
384.0,0.0,9270.0,5835.0,303.0,953.0,3471.0,6969.0,54.0,89.0,5441.0,299.0,1886.0,5281.0,2271.0,34949.0,35077.0,70.51,34954.0,2018,8,14,79.25,21
371.0,896.0,5338.0,5787.0,319.0,764.0,2250.0,6958.0,54.0,82.0,3484.0,266.0,4668.0,3377.0,4611.0,33168.0,33304.0,43.6,31237.0,2016,8,17,49.23,26
376.0,710.0,4715.0,3978.0,226.0,635.0,1426.0,7014.0,59.0,97.0,1323.0,306.0,971.0,1270.0,1210.0,22948.0,23211.0,73.69,21836.0,2018,9,9,74.18,30
372.0,0.0,4345.0,2582.0,213.0,678.0,1018.0,6985.0,55.0,71.0,61.0,302.0,3218.0,118.0,3291.0,20545.0,21126.0,39.0,19900.0,2016,8,7,43.75,15
545.0,646.0,4897.0,6043.0,354.0,529.0,428.0,6089.0,88.0,69.0,13.0,256.0,3170.0,3.0,3219.0,22820.0,22816.0,47.34,23127.0,2015,9,1,57.58,12
341.0,624.0,3137.0,5102.0,237.0,546.0,512.0,6960.0,55.0,87.0,336.0,317.0,3963.0,315.0,3838.0,23512.0,23786.0,36.8,22217.0,2016,12,2,54.56,9
384.0,767.0,4342.0,5209.0,344.0,729.0,2049.0,6996.0,50.0,91.0,4764.0,323.0,4664.0,4639.0,5350.0,34942.0,34514.0,72.01,30712.0,2018,9,12,78.44,25
343.0,627.0,8113.0,5573.0,311.0,404.0,575.0,5900.0,66.0,104.0,1399.0,310.0,7447.0,1408.0,7345.0,30384.0,30461.0,58.6,31172.0,2017,10,15,70.71,17
285.0,0.0,3544.0,825.0,203.0,1125.0,1571.0,7084.0,53.0,86.0,2641.0,299.0,10344.0,2612.0,10467.0,27319.0,27516.0,40.92,28060.0,2017,12,14,49.63,30
493.0,0.0,5559.0,3986.0,267.0,1573.0,6995.0,6914.0,84.0,64.0,618.0,151.0,3859.0,467.0,3872.0,30339.0,30509.0,56.95,30563.0,2015,3,20,72.42,15
550.0,0.0,4887.0,4825.0,298.0,805.0,4091.0,5038.0,50.0,68.0,177.0,283.0,3216.0,119.0,3231.0,26181.0,26135.0,60.01,24288.0,2015,8,22,77.03,11
507.0,463.0,4398.0,4889.0,349.0,1264.0,3584.0,7111.0,84.0,69.0,44.0,240.0,3668.0,11.0,3643.0,24770.0,24014.0,40.84,26670.0,2015,2,4,52.9,19
539.0,0.0,5197.0,6297.0,299.0,557.0,614.0,6822.0,87.0,71.0,1802.0,219.0,4046.0,1910.0,4062.0,26541.0,26768.0,54.98,26550.0,2015,12,12,63.96,20
